Date,Query,Impressions,Clicks,Conversions,Spend,Revenue
2024-12-18,premium credit card,1739,1010,42,145.02,702.36
2024-02-26,student credit card,6543,1241,155,476.87,2622.69
2024-02-09,business credit card,4942,1747,186,1812.24,16805.65
2024-12-01,business credit card,5641,83,197,747.09,4532.14
2025-10-01,business credit card,4127,1517,81,4791.32,16854.3
2024-06-21,best travel card,360,1118,162,218.88,4879.75
2025-06-30,travel rewards card,9227,641,10,4871.54,15460.02
2024-09-15,credit card for startups,1897,1047,123,3299.94,10935.09
2025-05-31,small business credit card,431,849,194,2065.78,13485.68
2025-12-30,credit card for startups,4310,1674,111,2720.19,16794.01
2025-06-06,best travel card,8559,921,25,2080.12,19683.76
2024-04-26,business credit card,2159,803,3,2887.38,1896.7
2024-07-02,best rewards card,172,58,162,802.43,13770.59
2024-04-25,best travel card,5211,1459,71,644.07,19182.76
2024-06-10,travel rewards card,3021,975,28,2666.52,7601.15
2025-08-01,premium credit card,3988,368,137,403.13,6808.15
2025-12-12,student credit card,277,251,11,1497.8,13663.54
2025-06-26,airport lounge access card,2099,1867,93,4638.13,8158.63
2025-08-09,small business credit card,9063,1086,118,4387.25,4446.32
2024-08-24,best travel card,9237,1810,124,4165.44,3397.05
2024-03-06,premium credit card,7526,1102,167,2560.46,4014.08
2024-03-10,airport lounge access card,4595,1585,93,188.03,14145.36
2025-03-22,premium credit card,369,1729,141,650.78,18390.16
2025-02-19,credit card for startups,1755,1678,99,4601.28,16159.07
2025-06-15,credit card for startups,2633,65,11,4190.22,9074.39
2025-03-16,business credit card,5082,888,35,1913.78,10666.3
2025-04-08,best cashback credit card,4461,1489,8,3658.43,12479.43
2025-01-30,student credit card,6218,264,7,4279.91,11682.94
2025-12-11,travel rewards card,8796,14,69,3120.66,19375.76
2025-07-04,travel rewards card,2504,1614,70,4274.96,17756.52
2025-10-18,business credit card,2301,1085,185,1261.14,1062.1
2025-07-10,credit card for startups,6119,338,115,2337.57,16748.16
2025-01-29,business credit card,5759,107,124,2916.26,2458.41
2024-11-21,best rewards card,1253,1194,163,3174.23,13866.15
2024-03-31,best travel card,4261,1439,11,4935.6,5855.87
2024-03-10,best travel card,1436,990,166,4237.36,15512.99
2024-06-14,small business credit card,8698,1012,91,323.54,370.4
2025-10-03,credit card for startups,3578,792,85,887.21,7768.98
2024-08-01,best cashback credit card,376,586,49,3302.85,626.14
2025-08-23,best rewards card,6858,336,35,1240.52,19079.89
2024-11-30,best rewards card,3580,1952,157,836.89,504.23
2025-01-03,credit card for startups,2461,252,88,3349.92,3274.74
2025-08-06,best travel card,5468,1537,169,2705.3,10877.6
2025-11-07,airport lounge access card,8752,376,109,4035.69,12993.79
2024-02-18,best travel card,2546,783,134,1630.84,14634.03
2024-02-21,small business credit card,9874,733,10,1682.03,5088.67
2024-10-15,small business credit card,7701,1475,84,794.94,6159.7
2025-09-17,credit card for startups,5151,1187,85,3278.68,4950.08
2024-08-26,student credit card,3617,243,151,3559.01,5032.64
2024-05-12,student credit card,4902,661,174,735.21,15679.5
2024-06-14,best cashback credit card,2475,342,140,1307.86,18970.38
2025-01-08,student credit card,7950,504,55,813.64,11996.9
2025-01-07,premium credit card,6844,1148,141,3751.0,3317.13
2025-04-22,premium credit card,6489,378,74,1085.03,1495.57
2025-04-23,travel rewards card,6348,1366,135,803.62,4935.7
2025-10-11,premium credit card,1071,1163,140,395.77,3720.33
2025-08-13,airport lounge access card,7236,1961,61,4164.93,11654.72
2025-11-12,airport lounge access card,9617,1211,153,663.7,14019.03
2025-09-26,airport lounge access card,8444,104,130,196.85,290.9
2025-11-18,premium credit card,4060,1350,26,368.31,8904.48
2024-10-26,best cashback credit card,3186,916,179,1865.81,12534.99
2024-03-22,best travel card,9021,1134,69,3003.43,4018.94
2024-03-27,credit card for startups,4067,1229,62,2021.11,18039.22
2024-08-12,business credit card,5051,811,167,2304.26,11070.44
2024-01-16,travel rewards card,4102,217,116,4600.56,7038.88
2024-12-23,small business credit card,2432,616,115,3806.66,569.78
2024-06-11,best rewards card,9865,482,139,1738.15,9789.28
2025-09-01,small business credit card,4475,1648,192,813.86,6851.73
2025-10-29,travel rewards card,785,1041,102,3758.4,19397.02
2025-05-28,small business credit card,3988,145,42,2888.94,7699.35
2024-12-15,best travel card,9871,619,10,4813.12,18435.95
2025-11-11,small business credit card,1068,920,123,4546.79,13783.88
2025-04-08,small business credit card,7420,270,19,2840.03,1664.47
2025-01-09,best travel card,2133,1180,4,396.06,18667.87
2024-04-01,best travel card,7175,467,3,203.25,3535.28
2024-06-29,premium credit card,5361,1938,142,4195.73,9070.87
2024-10-27,best travel card,9059,1730,10,3505.31,18475.48
2025-10-21,business credit card,745,1471,6,2822.78,16604.5
2024-07-07,student credit card,4221,1446,31,3460.18,9854.12
2024-11-09,business credit card,8212,1533,31,2721.94,4297.03
2025-05-07,small business credit card,9371,241,176,2912.77,10283.37
2024-05-07,business credit card,6536,110,9,1168.15,11043.16
2025-06-02,travel rewards card,8928,156,108,2304.75,19939.35
2025-03-01,credit card for startups,7197,726,124,104.81,16515.82
2025-07-12,student credit card,8392,516,154,3360.23,17254.08
2025-07-18,credit card for startups,5686,567,130,1694.9,19726.51
2024-07-05,best rewards card,968,113,4,3298.8,10561.72
2025-07-03,business credit card,6014,345,6,4635.99,11787.48
2025-03-28,credit card for startups,8313,455,30,2978.63,9198.0
2025-04-15,best travel card,6455,743,183,1674.02,2683.99
2025-07-18,best cashback credit card,2003,453,156,1075.44,10600.08
2024-08-11,best cashback credit card,2676,127,61,1295.96,11735.26
2024-06-02,best travel card,4209,1550,77,4937.12,4897.99
2025-07-13,credit card for startups,4714,938,183,3096.05,15699.92
2024-12-16,small business credit card,8114,732,110,2230.7,2664.75
2024-05-26,best travel card,3393,576,36,1193.33,10139.59
2025-07-29,student credit card,2035,1564,133,3876.6,13321.72
2024-12-14,airport lounge access card,715,1946,157,1967.84,1287.64
2024-06-30,travel rewards card,5157,97,100,1540.58,16120.26
2025-09-28,small business credit card,8578,1792,140,1150.41,6222.25
2024-06-27,student credit card,2023,1662,122,968.87,14411.43
2024-02-08,credit card for startups,6555,485,150,1403.22,2342.54
2024-01-03,small business credit card,7704,1715,59,3154.65,12481.91
2024-03-04,small business credit card,8252,1518,110,1237.25,11232.8
2024-01-29,credit card for startups,2873,1695,167,349.96,3170.05
2025-01-06,best travel card,5293,304,130,1827.17,12569.95
2025-06-06,credit card for startups,9284,729,14,2945.02,13888.22
2024-04-06,business credit card,9876,1414,138,348.08,10070.35
2025-03-17,business credit card,2003,1004,176,2290.49,11655.82
2024-07-21,travel rewards card,9167,1316,64,308.83,17770.91
2025-02-14,best cashback credit card,243,853,131,3852.49,14014.52
2024-01-21,premium credit card,7596,695,72,4365.82,18137.9
2025-07-04,travel rewards card,2356,648,188,4820.85,11136.41
2024-04-11,travel rewards card,9414,1189,196,3471.76,3662.09
2024-02-15,airport lounge access card,799,1213,21,3178.72,5076.56
2024-03-06,premium credit card,6418,970,94,3485.68,3692.93
2025-08-25,best cashback credit card,370,944,147,4280.51,6837.92
2024-06-12,small business credit card,8354,899,79,4045.11,9655.22
2024-04-20,premium credit card,1107,923,20,2220.56,5267.44
2024-12-03,airport lounge access card,7303,1120,58,3272.81,9617.57
2024-05-02,best rewards card,3824,415,42,851.51,7414.29
2025-12-05,travel rewards card,6699,1869,94,3489.88,11195.88
2025-03-22,credit card for startups,9584,1529,138,3667.31,8684.57
2025-09-02,travel rewards card,6587,1300,151,4016.48,8795.04
2024-10-17,best travel card,8017,1627,88,4097.36,9914.3
2025-11-01,airport lounge access card,4609,1097,140,2227.54,19759.93
2025-02-15,travel rewards card,5500,128,9,4522.41,11219.66
2025-09-06,travel rewards card,4420,350,79,4905.7,14522.09
2024-10-07,premium credit card,9469,322,157,4891.3,8451.56
2024-02-12,premium credit card,5572,172,82,2949.52,6651.81
2025-04-30,credit card for startups,7306,1538,148,2819.44,18348.23
2025-08-18,student credit card,6972,302,193,2313.8,14898.73
2025-12-03,best travel card,8023,699,3,1533.98,11732.11
2024-02-20,credit card for startups,4816,1410,136,1702.1,6861.34
2024-07-28,best rewards card,7218,1575,39,1117.97,5305.63
2024-05-05,best travel card,2720,1434,64,4780.83,5191.02
2025-05-06,premium credit card,2636,682,31,3118.14,10173.87
2025-05-23,travel rewards card,5203,1433,111,4675.59,17521.45
2025-08-03,small business credit card,7180,408,123,1966.27,17644.75
2024-09-14,travel rewards card,5417,918,150,1526.06,14950.71
2024-07-06,best cashback credit card,1295,496,96,707.09,10941.33
2024-08-17,credit card for startups,8799,1548,5,1536.22,4851.21
2024-07-07,best travel card,504,1057,58,4456.3,9681.28
2025-02-18,small business credit card,1394,1952,105,2932.27,13955.51
2024-01-10,best cashback credit card,6154,1092,63,2289.77,11981.33
2024-04-23,best rewards card,3725,758,61,2862.84,10377.88
2024-03-16,travel rewards card,7968,249,52,4468.81,8678.59
2025-11-06,student credit card,2919,320,108,1004.47,15099.78
2025-05-16,airport lounge access card,4859,330,101,4830.01,16876.26
2024-03-25,best cashback credit card,5845,681,33,3347.66,14513.64
2024-02-18,travel rewards card,7664,1514,22,4283.98,18770.97
2025-05-09,travel rewards card,3737,581,51,2650.76,15641.5
2025-11-19,best travel card,1973,1785,11,1221.36,9121.98
2025-01-21,best travel card,1506,423,127,2858.8,12411.72
2025-01-23,student credit card,5614,1355,186,386.3,10186.47
2024-08-05,best cashback credit card,1677,411,50,4268.37,11017.2
2025-12-01,premium credit card,7872,68,198,3265.42,17934.86
2024-12-11,best travel card,5479,62,17,1450.14,6157.0
2024-08-17,airport lounge access card,5411,1097,174,1408.62,459.28
2024-09-11,travel rewards card,8928,642,44,4518.89,13973.81
2024-08-23,travel rewards card,5647,1152,185,4212.49,3784.07
2024-01-26,best rewards card,907,295,133,3827.39,3253.8
2025-08-06,best rewards card,2495,27,39,2103.22,19851.03
2024-09-17,student credit card,4624,1038,186,4368.9,5482.15
2024-09-27,best cashback credit card,1515,1870,137,1272.11,4234.6
2024-05-02,business credit card,7608,1425,23,170.06,3981.47
2025-10-17,small business credit card,2549,1938,175,2192.21,8364.6
2024-09-13,best travel card,3596,169,164,4601.65,8306.47
2025-10-17,best cashback credit card,7203,1921,31,2877.57,12723.49
2025-02-24,travel rewards card,4832,151,84,1185.71,2252.05
2024-09-15,credit card for startups,7122,406,23,3271.57,12781.81
2024-02-16,best rewards card,7595,1051,184,3737.68,9181.93
2025-06-08,small business credit card,8806,589,199,2774.17,4311.55
2024-07-26,best travel card,5199,1147,174,4220.86,15608.78
2024-11-06,premium credit card,7432,543,58,2982.24,9586.45
2024-05-28,premium credit card,3394,1565,164,525.3,14397.81
2025-03-13,best rewards card,3008,920,196,4057.25,18427.28
2024-06-03,best cashback credit card,5516,1808,88,774.46,7197.41
2025-11-08,best travel card,9658,470,188,4419.64,17978.51
2024-03-30,small business credit card,8632,1643,142,2633.13,4166.76
2025-11-28,travel rewards card,9852,1650,25,3672.74,4598.18
2024-12-23,best cashback credit card,5770,295,199,4861.87,13341.21
2024-06-22,best rewards card,2568,1038,172,2188.12,2232.11
2024-08-04,student credit card,2528,138,46,2325.62,9204.64
2025-03-31,business credit card,3788,965,141,4137.94,4433.88
2025-08-31,best cashback credit card,6248,680,62,595.68,11502.96
2025-09-20,airport lounge access card,2127,1796,19,187.11,16175.09
2024-07-17,best travel card,7271,508,140,3041.37,1040.0
2025-04-30,premium credit card,415,285,112,879.22,8383.54
2025-06-16,airport lounge access card,4089,1116,90,1315.9,14667.32
2024-07-18,best cashback credit card,9393,1865,48,4882.59,6976.64
2025-01-05,best cashback credit card,630,1151,161,3283.08,1025.78
2025-03-23,airport lounge access card,7984,1993,165,4286.03,11909.33
2024-09-04,student credit card,1959,38,134,4494.07,2579.26
2024-09-20,airport lounge access card,4857,1014,123,650.68,7524.41
2024-02-27,travel rewards card,7972,1391,117,4642.5,19812.56
2024-10-28,small business credit card,9511,659,81,4339.27,8080.8
2024-01-31,airport lounge access card,1167,1190,171,274.45,16888.57
2025-05-12,airport lounge access card,827,40,100,4887.18,17224.16
2024-09-05,best travel card,343,852,178,2318.67,5404.06
2025-08-27,small business credit card,811,1319,174,4873.72,11991.0
2024-09-27,business credit card,8024,1698,73,4128.08,18959.68
2025-08-28,airport lounge access card,9800,345,28,2228.66,12205.39
2025-10-27,airport lounge access card,8562,579,195,2582.21,16302.44
2025-01-28,travel rewards card,2660,322,11,1411.73,9358.75
2025-05-16,premium credit card,5239,608,148,2460.25,14442.68
2025-08-14,travel rewards card,3660,1156,87,582.09,632.67
2024-03-24,airport lounge access card,4103,1736,158,4547.74,15791.97
2024-12-30,best travel card,2277,874,101,3580.4,13502.62
2025-07-02,travel rewards card,937,380,36,4035.77,7305.21
2024-12-07,best travel card,3814,814,100,2679.05,8456.32
2025-02-10,small business credit card,3178,323,119,671.89,6666.96
2025-02-28,best travel card,5132,37,98,2709.36,10580.87
2024-04-02,student credit card,1750,1188,196,1679.57,2351.78
2025-09-05,credit card for startups,3048,975,88,100.02,16929.32
2025-02-15,small business credit card,2620,1263,36,3094.43,9665.46
2025-03-07,credit card for startups,7369,1582,58,4275.56,1053.42
2025-11-08,airport lounge access card,7697,1039,28,3567.23,11148.64
2024-06-07,airport lounge access card,9464,482,39,1156.49,18624.24
2024-01-14,student credit card,462,1351,66,4104.71,1931.72
2025-01-07,best cashback credit card,8941,1258,171,1582.02,2639.21
2024-08-12,credit card for startups,2356,1066,5,1131.5,7866.23
2025-05-19,travel rewards card,7452,98,141,4807.65,14765.36
2024-03-13,student credit card,9427,1367,9,132.16,12171.51
2024-09-05,small business credit card,4458,49,103,879.47,9267.6
2025-05-25,business credit card,5397,690,57,2361.66,19856.37
2025-08-25,travel rewards card,4961,384,27,876.99,3878.71
2024-08-03,best travel card,975,1331,189,876.0,16470.78
2025-08-24,airport lounge access card,6055,1007,103,3190.02,2651.97
2025-06-24,small business credit card,7229,402,178,4104.2,3756.22
2024-08-07,student credit card,3951,1051,82,3325.01,6049.8
2025-12-27,credit card for startups,9444,1560,162,552.19,17487.3
2024-08-08,credit card for startups,7905,141,85,4482.12,8995.27
2025-01-23,best rewards card,6756,299,65,4617.6,8036.55
2025-07-07,airport lounge access card,2022,1863,173,1440.96,9916.37
2025-10-08,travel rewards card,8920,815,87,2787.91,12691.95
2024-02-11,best travel card,1228,218,34,2451.92,8585.18
2025-11-06,best travel card,4661,336,100,3357.71,19258.13
2024-10-09,airport lounge access card,9055,1001,136,4890.83,2879.77
2024-02-27,best rewards card,1119,512,94,4932.58,9618.19
2025-06-20,best rewards card,5124,288,48,2570.26,8425.57
2024-03-13,travel rewards card,7674,1415,164,505.15,13915.59
2024-05-08,best rewards card,4027,797,100,1705.64,19269.05
2025-08-21,student credit card,2941,1016,82,2097.15,5910.57
2025-03-01,best rewards card,5577,961,194,2696.44,19115.46
2025-10-26,credit card for startups,8966,1342,117,4803.83,16588.45
2025-11-24,premium credit card,1108,1931,11,1348.97,16247.46
2024-05-04,best cashback credit card,1326,286,52,2706.6,1646.9
2024-03-07,credit card for startups,1735,1109,164,1490.69,18823.55
2024-01-06,credit card for startups,7361,307,31,4601.34,16810.77
2025-09-28,business credit card,8615,1858,24,4950.29,13754.75
2024-11-09,business credit card,7629,1411,149,4360.16,2731.61
2024-11-21,airport lounge access card,1785,442,96,1726.78,8516.74
2025-07-18,business credit card,3812,1892,158,1425.53,16836.52
2025-07-31,airport lounge access card,7158,1019,121,2184.29,8863.12
2025-05-20,credit card for startups,8833,1145,72,3750.5,8841.81
2024-03-22,best cashback credit card,3044,1811,97,96.11,5548.49
2025-08-21,travel rewards card,1427,1105,115,4975.8,1213.53
2024-01-02,travel rewards card,6006,326,64,4422.89,10357.48
2024-07-22,premium credit card,8930,1054,127,167.89,15534.5
2025-10-23,small business credit card,2360,1221,117,1941.4,3092.21
2025-02-07,travel rewards card,1529,130,39,3454.78,17896.8
2024-04-12,small business credit card,9253,1375,129,1244.96,11194.62
2025-06-19,best rewards card,3062,662,97,757.05,16283.52
2025-01-02,best travel card,7486,313,170,3165.13,13407.39
2024-07-30,credit card for startups,2568,945,77,4522.45,2871.92
2025-07-30,best cashback credit card,3328,1480,5,4780.19,18150.53
2024-07-27,airport lounge access card,8420,1749,140,100.8,14419.37
2024-04-26,small business credit card,4499,730,157,4378.56,904.46
2025-09-19,premium credit card,4066,505,3,2825.8,11684.88
2025-04-22,travel rewards card,9208,1554,61,1226.64,9706.5
2024-04-14,student credit card,5381,194,179,3103.87,17211.25
2025-05-09,travel rewards card,5117,1980,164,4979.15,2631.14
2024-02-15,business credit card,5255,1914,111,1417.05,11898.71
2024-11-26,credit card for startups,1350,897,75,1420.6,6343.54
2024-08-03,business credit card,4788,817,130,3509.77,5063.25
2025-05-06,travel rewards card,4173,341,29,263.88,646.2
2025-03-24,student credit card,3887,722,41,4111.71,6778.12
2025-06-19,business credit card,9231,585,29,3280.02,8042.7
2025-05-25,best cashback credit card,5758,359,100,4213.9,9066.18
2025-04-02,business credit card,9293,847,64,1192.16,14747.49
2025-06-30,student credit card,3872,329,58,4243.59,8190.14
2025-06-19,business credit card,2312,546,138,2270.64,4065.75
2025-06-23,small business credit card,6967,421,11,706.98,8083.3
2025-04-28,best rewards card,7063,915,135,4512.04,1577.39
2024-01-16,airport lounge access card,9902,1189,77,3539.82,19447.07
2025-07-24,travel rewards card,9919,1766,108,883.01,1511.42
2024-08-30,small business credit card,5793,1837,189,1270.2,4197.44
2024-07-25,airport lounge access card,4091,1684,194,1380.87,8675.03
2024-09-27,best rewards card,9395,542,94,4818.5,18681.44
2025-12-05,small business credit card,2287,511,86,4436.58,3739.0
2025-12-30,premium credit card,3132,1519,181,1764.41,8115.61
2024-04-24,small business credit card,4003,1187,65,2359.85,19788.48
2025-08-02,best cashback credit card,8320,923,27,1462.14,12120.54
2024-10-25,student credit card,9552,1101,135,3726.11,12368.75
2025-04-27,travel rewards card,3770,1525,65,847.99,19487.76
2025-01-31,credit card for startups,5827,1074,58,1726.14,10220.74
2025-01-28,airport lounge access card,4994,536,25,3050.22,250.7
2024-03-15,business credit card,5618,1824,48,4392.86,813.4
2025-04-26,travel rewards card,2436,1202,4,3195.97,13691.68
2024-04-12,credit card for startups,3423,1679,136,4701.65,4387.92
2024-10-23,best rewards card,7220,720,115,4657.51,9673.92
2024-06-26,small business credit card,7959,759,196,3605.58,11117.17
2024-08-02,credit card for startups,199,965,188,1429.57,13413.53
2024-11-10,premium credit card,3756,121,4,3431.24,1858.18
2024-02-08,travel rewards card,6886,472,136,1004.05,15248.86
2024-09-15,travel rewards card,793,61,90,1699.36,18419.33
2025-12-16,travel rewards card,4901,1682,16,3801.6,5263.76
2024-01-07,student credit card,8309,264,147,4260.63,7732.83
2024-02-18,best rewards card,3809,1660,129,2113.01,14927.6
2025-06-21,student credit card,2870,1191,101,2641.01,5119.13
2024-06-09,travel rewards card,1130,309,162,1961.36,10936.44
2024-06-24,premium credit card,4575,967,112,2422.54,13266.95
2025-08-13,business credit card,4309,436,45,2586.81,17609.62
2024-01-02,premium credit card,7095,1957,63,3474.58,7038.24
2025-03-30,airport lounge access card,1719,999,94,3765.1,9954.43
2025-10-05,best rewards card,9142,1809,134,4876.33,3855.07
2024-10-02,small business credit card,9267,1900,36,2216.37,6290.69
2025-05-12,travel rewards card,2616,316,121,461.54,2079.74
2025-09-20,credit card for startups,9807,108,103,3456.42,4113.23
2025-11-06,business credit card,8095,130,66,2516.46,7054.98
2024-01-28,small business credit card,1225,1635,119,4213.06,8600.58
2024-11-28,best travel card,8784,1063,8,775.39,14196.17
2024-01-01,premium credit card,7006,239,195,3242.32,9277.29
2024-07-06,business credit card,5704,660,27,2323.33,1171.17
2024-02-25,best travel card,3136,1287,34,2125.55,15163.76
2025-06-30,student credit card,2626,1437,28,2846.09,10749.38
2024-04-21,best travel card,266,1527,159,3436.7,18800.29
2024-11-05,small business credit card,4289,1064,145,4262.09,12777.75
2024-02-05,best rewards card,7448,1195,108,1213.8,10771.85
2025-03-14,premium credit card,675,1941,123,1500.82,6029.69
2025-12-29,business credit card,7271,1465,183,2765.48,4881.92
2025-08-14,best travel card,8897,1189,9,1765.46,4754.67
2025-08-17,premium credit card,3443,1356,57,2863.31,8261.03
2025-07-30,business credit card,1918,638,45,1040.75,3593.15
2024-11-20,business credit card,9447,1224,134,1572.86,16915.35
2025-10-01,small business credit card,9107,1209,142,1657.97,16142.91
2024-11-02,premium credit card,6123,1971,159,4961.99,14631.18
2025-06-17,small business credit card,9827,957,182,4279.02,1165.27
2025-12-28,best travel card,8079,526,11,4196.62,1623.74
2025-09-10,airport lounge access card,9254,854,69,2592.17,12801.22
2024-04-18,best rewards card,5271,1557,95,2360.9,15029.57
2025-01-06,airport lounge access card,5509,1604,130,397.12,728.98
2024-12-22,best cashback credit card,4641,842,103,1026.77,5951.9
2024-06-29,travel rewards card,6480,829,17,4481.97,2898.41
2024-12-21,airport lounge access card,3960,820,110,2651.93,4779.32
2025-11-06,student credit card,1614,771,36,4937.82,10463.86
2024-03-08,best rewards card,1167,1372,131,2979.35,2363.05
2024-10-18,travel rewards card,981,1638,191,1918.56,4750.72
2025-11-22,best travel card,7009,328,43,1406.84,11385.19
2024-06-29,small business credit card,5132,120,93,4595.88,10260.56
2025-04-10,student credit card,6602,1851,33,1885.12,17180.3
2025-03-09,travel rewards card,3739,1913,102,773.4,3181.48
2025-04-08,travel rewards card,9841,816,29,1427.38,7523.72
2025-11-11,business credit card,4657,1971,151,3245.83,18502.32
2025-06-17,best cashback credit card,8392,1506,187,708.4,15956.81
2024-03-06,small business credit card,3632,1881,81,503.25,12027.68
2024-01-21,best travel card,2916,1050,177,2315.25,15426.05
2025-09-03,premium credit card,6511,1253,183,464.08,9077.94
2025-01-18,airport lounge access card,507,496,75,1995.04,18231.61
2025-09-06,best rewards card,7304,820,156,1647.49,12073.2
2025-07-12,best cashback credit card,2615,1338,199,1987.81,13973.59
2024-02-08,business credit card,8233,526,109,2464.55,13109.32
2024-10-11,business credit card,1839,1162,104,967.38,13520.74
2025-08-24,travel rewards card,4152,844,72,2240.0,12893.05
2025-08-19,credit card for startups,358,633,25,1839.52,1660.54
2024-12-01,airport lounge access card,8800,1057,135,3987.59,12156.21
2024-07-06,best cashback credit card,5886,1574,121,3488.71,15711.31
2025-11-01,travel rewards card,3783,1944,75,4369.08,207.84
2024-08-30,best cashback credit card,4820,1165,162,3361.6,17855.18
2024-03-13,student credit card,3826,565,150,649.37,19054.23
2025-04-23,small business credit card,778,1354,67,2560.03,2738.17
2025-07-14,best rewards card,9575,506,178,3725.22,10794.03
2024-04-10,airport lounge access card,9198,897,176,4216.31,2389.81
2025-05-28,business credit card,8559,1752,104,947.31,5803.56
2024-06-24,credit card for startups,6226,391,119,1156.34,12505.55
2024-08-25,best travel card,5006,225,70,4318.09,6196.48
2024-02-28,premium credit card,7998,765,57,2452.75,7437.89
2024-04-08,small business credit card,1300,552,153,2289.49,14973.47
2025-05-09,airport lounge access card,5455,925,66,2495.87,11584.67
2025-05-28,student credit card,1216,1811,144,908.0,10457.29
2024-10-23,airport lounge access card,6444,1044,58,3156.8,6618.64
2024-07-29,best travel card,6030,91,117,4049.47,14142.19
2024-05-02,best rewards card,9190,1003,169,4193.45,8594.54
2024-08-16,best rewards card,1158,1189,51,200.37,17996.51
2025-08-16,best cashback credit card,7384,175,21,3590.19,12111.65
2025-10-17,travel rewards card,787,217,79,501.56,10858.59
2025-01-22,best rewards card,5677,33,56,4836.0,16102.06
2024-05-19,credit card for startups,5690,816,98,2437.09,9811.74
2025-06-24,premium credit card,8252,896,47,3888.3,5729.91
2025-01-25,student credit card,7163,700,118,3128.2,3270.92
2024-09-26,best travel card,9079,341,171,4762.09,11324.01
2024-01-12,business credit card,8495,1595,84,4869.61,8612.16
2025-01-23,best rewards card,2591,1011,108,1430.45,8068.04
2024-12-02,business credit card,4922,1552,31,2440.2,7118.26
2025-05-20,best rewards card,7104,1544,15,2545.99,13497.92
2024-04-15,credit card for startups,7111,1645,176,929.6,10476.13
2024-02-01,business credit card,5800,1626,62,4524.49,10837.33
2024-03-14,travel rewards card,4962,250,70,1780.55,6300.87
2024-06-19,student credit card,5450,845,131,482.91,12350.29
2024-03-09,premium credit card,9518,190,166,814.94,8189.62
2024-12-27,credit card for startups,9205,1326,87,2590.85,15435.7
2025-10-10,travel rewards card,9711,1116,58,4414.34,10684.7
2025-03-08,premium credit card,455,1599,195,3159.68,5931.16
2024-04-09,travel rewards card,3572,99,45,1113.42,3125.05
2025-10-19,travel rewards card,8532,448,172,1519.17,14058.73
2024-01-09,travel rewards card,7810,1748,8,4881.32,7547.89
2025-07-27,best cashback credit card,8912,552,127,311.6,1497.12
2025-11-27,premium credit card,954,202,66,4971.97,18315.39
2024-01-29,travel rewards card,6463,497,71,4534.0,7855.58
2024-04-23,small business credit card,6804,621,189,3408.49,14969.68
2025-04-06,small business credit card,3724,1382,17,4718.85,9286.52
2024-05-22,best rewards card,5546,1122,71,804.72,17840.34
2025-01-24,student credit card,9352,964,97,4715.82,775.63
2025-09-23,business credit card,8673,1156,36,1102.25,5336.26
2025-11-12,best rewards card,6131,1407,68,2753.75,11006.36
2024-06-05,best cashback credit card,6282,1080,108,2469.37,6599.94
2024-11-30,small business credit card,1232,1466,21,2586.67,14905.23
2024-09-16,premium credit card,2576,155,46,1373.53,13830.68
2024-03-22,student credit card,3235,1036,174,3914.16,705.38
2025-03-16,student credit card,2179,1563,92,3725.79,12090.16
2024-06-20,business credit card,1044,1347,107,4772.13,16750.55
2024-08-18,premium credit card,5940,336,124,2559.61,6449.32
2025-12-20,best travel card,4062,997,16,2763.06,2959.31
2024-03-15,business credit card,6774,1114,150,4521.7,14818.28
2024-09-26,student credit card,934,162,134,4601.23,18028.46
2025-09-17,best cashback credit card,3850,411,184,3265.21,13206.7
2024-03-02,credit card for startups,4284,829,45,4110.96,16951.66
2024-11-15,credit card for startups,7278,497,186,2550.44,19973.57
2024-04-11,small business credit card,5268,1844,156,1971.57,10087.84
2025-03-04,student credit card,5091,76,145,4327.14,18718.72
2025-12-22,best cashback credit card,8246,98,164,3897.5,7018.37
2024-09-11,business credit card,5390,1168,12,1249.94,14963.84
2025-06-15,best cashback credit card,4338,1912,50,285.84,18049.03
2025-07-23,airport lounge access card,8498,211,59,2849.72,10513.33
2024-04-21,business credit card,8265,437,104,4216.0,12604.05
2024-11-08,travel rewards card,3634,949,12,1273.65,19415.78
2025-04-05,business credit card,2152,1212,190,3848.61,5173.36
2025-12-08,small business credit card,8251,348,40,2099.34,7248.36
2025-04-06,credit card for startups,128,88,93,1711.76,15491.08
2024-04-01,business credit card,9505,1630,130,905.44,6951.21
2024-02-21,travel rewards card,8479,1566,93,4674.75,10115.35
2025-06-03,airport lounge access card,1960,387,108,1167.21,1199.06
2024-04-07,best cashback credit card,8034,174,153,1431.98,11396.58
2024-08-23,premium credit card,2672,1573,85,1690.86,12610.34
2025-01-08,credit card for startups,8151,758,74,1459.08,1835.57
2025-08-03,best cashback credit card,6228,1833,127,856.38,5029.26
2025-07-10,airport lounge access card,4114,1730,31,1804.53,8777.1
2025-10-10,premium credit card,4352,946,175,2385.28,15668.57
2024-08-21,student credit card,2227,1855,188,2781.27,628.81
2024-02-01,best rewards card,2807,164,105,824.67,6760.72
2024-10-15,small business credit card,1913,1156,98,3908.1,296.87
2025-09-29,best cashback credit card,7916,1632,103,1592.07,10521.39
2025-08-01,best travel card,8451,1235,41,4593.85,10075.76
2025-06-25,premium credit card,8635,1073,178,1681.28,15156.36
2024-04-23,student credit card,8496,178,151,4321.25,277.61
2024-07-22,best travel card,8596,1103,12,1795.04,15222.53
2024-01-29,best rewards card,8691,801,71,2553.87,17846.3
